,identifier/obPropId,LotSizeAcres,address/oneLine,address/postal1,location/latitude,location/longitude,location/distance,summary/propclass,summary/propsubtype,summary/yearbuilt,building/size/universalsize,building/rooms/bathstotal,building/rooms/beds,sale/amount/saleamt,sale/amount/salerecdate,sale/amount/saletranstype,sale/calculation/priceperbed,sale/calculation/pricepersizeunit
9107,18223600000000.0,0.972,"19518 ROYALTON RD, STRONGSVILLE, OH 44149",44149,41.312901000000004,-81.840377,8.84,Single Family Residence / Townhouse,RESIDENTIAL,1964,4038,2.0,4,154400,2018-05-08,Resale,38600,38
502,18271800000000.0,1.133,"996 WENGER RD S, DALTON, OH 44618",44618,40.786181,-81.706884,45.79,Single Family Residence / Townhouse,RESIDENTIAL,1953,1318,1.0,2,128000,2018-05-08,Resale,64000,97
4746,4679290000000.0,1.0,"3919 COOK RD, ROOTSTOWN, OH 44272",44272,41.095849,-81.239475,39.74,Single Family Residence / Townhouse,RESIDENTIAL,1935,1006,1.0,2,76666,2018-05-07,REO (Transfer to Lender),38333,76
1507,5461020000000.0,2.003,"4601 FOX LAKE RD, SMITHVILLE, OH 44677",44677,40.886879,-81.88323199999999,38.26,Single Family Residence / Townhouse,RESIDENTIAL,2003,1144,1.0,3,162500,2018-05-07,Resale,54167,142
2935,18258800000000.0,0.4775,"8066 WINDWARD TRACE CIR NW, MASSILLON, OH 44646",44646,40.862633,-81.499689,43.9,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1975,2064,3.0,3,183000,2018-05-07,Resale,61000,89
8961,321076000000.0,1.55,"6179 LANCE RD, MEDINA, OH 44256",44256,41.104946999999996,-81.949308,23.73,Single Family Residence / Townhouse,HOUSE,1978,1980,3.0,4,230000,2018-05-07,Resale,57500,116
526,196613000000.0,0.2135,"1226 ELLWOOD AVE SW, CANTON, OH 44710",44710,40.789904,-81.431989,49.95,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1952,1326,1.0,3,105000,2018-05-07,Resale,35000,79
3423,18204300000000.0,1.39,"6731 GUINNESS CIR, WESTFIELD CENTER,OH 44251",44251,41.036882,-81.931934,28.19,Single Family Residence / Townhouse,HOUSE,1979,2128,3.0,4,255000,2018-05-04,Resale,63750,120
8210,4707040000000.0,2.87,"7708 OLDE EIGHT RD, HUDSON, OH 44236",44236,41.274513,-81.513824,20.94,Single Family Residence / Townhouse,RESIDENTIAL,1928,2076,1.0,2,129000,2018-05-04,Resale,64500,72
2472,18253700000000.0,2.18,"14719 INDUSTRY RD, ATWATER, OH 44201",44201,40.988133000000005,-81.195846,46.26,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1968,1332,2.0,3,199000,2018-05-04,Resale,66333,149
4806,32094200000000.0,0.1822,"247 OAKVIEW CIR, TALLMADGE, OH 44278",44278,41.099340000000005,-81.41977,32.54,Single Family Residence / Townhouse,RESIDENTIAL,2017,1747,2.0,2,60000,2018-05-04,New Construction,0,0
7778,2060470000000.0,0.1756,"1785 EAST AVE, AKRON, OH 44314",44314,41.053514,-81.563796,30.62,Single Family Residence / Townhouse,RESIDENTIAL,1929,1174,1.0,3,59000,2018-05-03,Resale,19667,50
2927,18256100000000.0,0.462,"372 BAINBRIDGE ST NW, NORTH CANTON, OH 44720",44720,40.861196,-81.370046,47.2,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1964,1196,2.0,3,155000,2018-05-03,Resale,51667,130
6325,14005800000000.0,0.1102,"1450 REDWOOD AVE, AKRON, OH 44301",44301,41.041578,-81.509422,32.79,Single Family Residence / Townhouse,RESIDENTIAL,1931,1382,2.0,3,105500,2018-05-03,Resale,35167,76
3650,2535760000000.0,0.1435,"1226 WYLEY AVE, AKRON, OH 44306",44306,41.048818,-81.483376,33.13,Single Family Residence / Townhouse,RESIDENTIAL,1918,843,1.0,2,21000,2018-05-02,Nominal - Non/Arms Length Sale,10500,25
4930,15052400000000.0,0.2066,"836 DAYTON ST, AKRON, OH 44310",44310,41.108323,-81.507357,29.08,Single Family Residence / Townhouse,RESIDENTIAL,1920,2816,3.0,5,20000,2018-05-02,Resale,4000,7
7846,24275900000000.0,0.98,"2030 NEWDALE AVE, AKRON, OH 44320",44320,41.057603,-81.578372,30.01,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,24900,2018-05-02,Resale,0,0
4844,18250500000000.0,2.31,"4121 NEW MILFORD RD, ROOTSTOWN, OH 44272",44272,41.101607,-81.220589,40.3,Single Family Residence / Townhouse,RESIDENTIAL,1994,2688,3.0,4,276400,2018-05-02,Resale,69100,103
6014,2379530000000.0,0.1607,"903 WATERLOO LN, MEDINA, OH 44256",44256,41.143814,-81.886658,20.57,Single Family Residence / Townhouse,HOUSE,1975,1212,1.0,3,126000,2018-05-02,Resale,42000,104
8014,1938070000000.0,0.076,"522 RENTSCHLER ST, AKRON, OH 44304",44304,41.069483,-81.51586,30.99,Single Family Residence / Townhouse,RESIDENTIAL,1911,1216,1.0,4,220000,2018-05-02,Resale,55000,181
4221,14823800000000.0,0.3214,"2423 WILMONT ST NW, UNIONTOWN, OH 44685",44685,40.952832,-81.387198,41.44,Single Family Residence / Townhouse,HOUSE,2004,1904,3.0,3,239900,2018-05-01,Resale,59975,126
1109,18271400000000.0,1.225,"3162 BRIARWOOD DR, WOOSTER, OH 44691",44691,40.837804999999996,-81.978625,42.14,Single Family Residence / Townhouse,RESIDENTIAL,1990,2450,4.0,4,237500,2018-05-01,Resale,59375,97
933,2607770000000.0,0.1693,"2103 BROAD AVE NW, CANTON, OH 44708",44708,40.821745,-81.40411,48.66,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1949,1421,3.0,3,122500,2018-05-01,Resale,40833,86
6636,15389800000000.0,0.45799999999999996,"325 OVERLOOK DR, KENT, OH 44240",44240,41.156083,-81.339445,33.08,Single Family Residence / Townhouse,RESIDENTIAL,1983,3366,3.0,3,290000,2018-05-01,Resale,96667,86
6307,2037330000000.0,0.1102,"444 PALM AVE, AKRON, OH 44301",44301,41.041302,-81.511252,32.75,Single Family Residence / Townhouse,RESIDENTIAL,1919,1373,1.0,4,68000,2018-05-01,Resale,17000,50
9869,72104339103.0,5.0,"5994 WOOSTER PIKE, MEDINA, OH 44256",44256,41.110690000000005,-81.864294,22.78,Single Family Residence / Townhouse,HOUSE,1870,1860,2.0,3,250000,2018-05-01,Resale,83333,134
2783,3295220000000.0,0.0519,"545 FAIRVIEW AVE, BARBERTON, OH 44203",44203,41.022731,-81.585844,31.98,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,36000,2018-05-01,REO (Transfer to Lender),0,0
6624,2328290000000.0,0.5124,"626 ELEANORA DR, CUYAHOGA FALLS, OH 44223",44223,41.154763,-81.531654,25.79,Single Family Residence / Townhouse,RESIDENTIAL,1964,1991,3.0,4,185000,2018-04-30,Resale,46250,96
844,32482600000000.0,0.2757,"6170 LLANFAIR ST SW, MASSILLON, OH 44646",44646,40.8146,-81.49852,46.95,Single Family Residence / Townhouse,HOUSE,2018,2112,3.0,4,259700,2018-04-30,New Construction,0,0
3250,18278100000000.0,0.6749,"2844 MACDUFF DR NW, NORTH CANTON, OH 44720",44720,40.912941,-81.395211,43.48,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2001,3764,5.0,4,385000,2018-04-30,Resale,96250,111
8185,177971000000.0,0.3,"1108 WILLOW ST, GRAFTON, OH 44044",44044,41.270182,-82.050913,15.71,Single Family Residence / Townhouse,HOUSE,1941,1083,2.0,3,130000,2018-04-30,Resale,43333,120
961,18250200000000.0,0.3196,"520 SANDY AVE NE, MASSILLON, OH 44646",44646,40.8239,-81.517882,45.97,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1958,1485,2.0,3,144000,2018-04-27,Resale,48000,97
1602,21724600000000.0,0.396,"43 N MAIN ST, MARSHALLVILLE, OH 44645",44645,40.905498,-81.734041,37.43,Single Family Residence / Townhouse,RESIDENTIAL,1985,1128,1.0,3,130500,2018-04-27,Resale,43500,116
3233,4065040000000.0,0.4591,"8400 E WADORA CIR NW, NORTH CANTON, OH 44720",44720,40.908829,-81.36755500000001,44.52,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1959,1248,2.0,3,146500,2018-04-27,Resale,48833,117
4228,4674530000000.0,0.3005,"1438 SUMMER WOOD LN, UNIONTOWN, OH 44685",44685,40.954595,-81.47839599999999,38.76,Single Family Residence / Townhouse,RESIDENTIAL,2000,2513,4.0,4,293500,2018-04-27,Resale,73375,113
8488,4272970000000.0,1.14,"38435 RIVER RIDGE CT, GRAFTON, OH 44044",44044,41.296114,-82.07476899999999,15.33,Single Family Residence / Townhouse,HOUSE,1990,2301,3.0,4,306100,2018-04-26,Resale,76525,133
4267,30219539151.0,0.47,"12052 LAGOONA CIR NW, UNIONTOWN, OH 44685",44685,40.960434,-81.411488,40.28,Single Family Residence / Townhouse,HOUSE,1982,1344,2.0,3,169900,2018-04-26,Resale,56633,126
4467,18260000000000.0,0.3967,"2852 IRONWOOD DR, AKRON, OH 44312",44312,40.986699,-81.481139,36.78,Single Family Residence / Townhouse,RESIDENTIAL,1998,2702,4.0,3,395100,2018-04-26,Resale,131700,149
1994,5269710000000.0,0.13,"12794 BURTON CITY RD, ORRVILLE, OH 44667",44667,40.844266999999995,-81.75252900000001,41.48,Single Family Residence / Townhouse,RESIDENTIAL,1945,1188,1.0,4,100000,2018-04-25,Resale,25000,84
4845,4425910000000.0,0.4591,"495 EAST AVE, TALLMADGE, OH 44278",44278,41.101217,-81.422096,32.36,Single Family Residence / Townhouse,RESIDENTIAL,1972,1890,2.0,3,165000,2018-04-25,Resale,55000,87
3294,1771090000000.0,0.1148,"102 S MARKET ST, LODI, OH 44254",44254,41.030262,-82.011136,29.53,Single Family Residence / Townhouse,HOUSE,1908,1632,1.0,3,15000,2018-04-25,REO (Transfer to Lender),5000,9
4470,18256200000000.0,0.5693,"2848 ALDIS DR, AKRON, OH 44312",44312,40.986969,-81.446403,37.74,Single Family Residence / Townhouse,RESIDENTIAL,1953,1256,1.0,3,40000,2018-04-25,Resale,13333,32
2749,3707590000000.0,0.124,"1008 WILBUR AVE, NORTON, OH 44203",44203,41.020025,-81.626083,31.3,Single Family Residence / Townhouse,RESIDENTIAL,1957,780,1.0,2,46100,2018-04-25,REO (Transfer to Lender),23050,59
2828,18338300000000.0,0.532,"3281 ALEXANDER RD, ATWATER, OH 44201",44201,41.026629,-81.274556,41.45,Single Family Residence / Townhouse,RESIDENTIAL,1955,1408,1.0,3,33000,2018-04-23,Resale,11000,23
2983,18252200000000.0,0.5014,"6285 LAKE O SPRINGS AVE NW, CANTON, OH 44718",44718,40.871999,-81.460652,44.21,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1938,1339,2.0,2,140000,2018-04-23,Resale,70000,114
3431,14574200000000.0,0.0999,"1004 TRITT DR, AKRON, OH 44312",44312,41.037358000000005,-81.44501899999999,34.95,Single Family Residence / Townhouse,RESIDENTIAL,1923,1200,1.0,4,15100,2018-04-23,Resale,3775,13
3900,14307500000000.0,0.1694,"130 MALACCA ST, AKRON, OH 44305",44305,41.065939,-81.456,33.04,Single Family Residence / Townhouse,RESIDENTIAL,1952,780,1.0,2,45500,2018-04-20,Resale,22750,58
7456,14437300000000.0,0.7982,"18 RIDGE ST N, MONROEVILLE, OH 44847",44847,41.243342,-82.703259,46.38,Single Family Residence / Townhouse,HOUSE,1938,1400,1.0,2,40000,2018-04-20,Resale,20000,29
9573,1981860000000.0,0.3283,"9034 BARTON DR, STRONGSVILLE, OH 44149",44149,41.341017,-81.873474,6.98,Single Family Residence / Townhouse,RESIDENTIAL,1979,1886,3.0,3,164500,2018-04-19,Resale,54833,87
5230,18353700000000.0,0.34,"4911 BROWER TREE LN, KENT, OH 44240",44240,41.123549,-81.311755,35.59,Single Family Residence / Townhouse,RESIDENTIAL,2014,2573,4.0,4,373000,2018-04-18,Resale,93250,145
3120,5436830000000.0,0.1377,"556 WOOSTER ST, CANAL FULTON, OH 44614",44614,40.888187,-81.604384,40.24,Single Family Residence / Townhouse,HOUSE,1889,1724,2.0,3,149900,2018-04-17,Resale,49967,87
4561,706479000000.0,0.1439,"717 COPLEY RD, AKRON, OH 44320",44320,41.084303000000006,-81.54762,29.23,Single Family Residence / Townhouse,RESIDENTIAL,1924,1566,1.0,4,16500,2018-04-17,Resale,4125,11
6775,1846950000000.0,0.2523,"324 WHETSTONE DR, KENT, OH 44240",44240,41.164891,-81.366137,31.6,Single Family Residence / Townhouse,RESIDENTIAL,1973,1988,2.0,3,146500,2018-04-17,Resale,48833,74
6865,18262700000000.0,0.528,"3854 GREENTREE RD, STOW, OH 44224",44224,41.171134,-81.457302,27.67,Single Family Residence / Townhouse,RESIDENTIAL,1972,1996,3.0,4,230000,2018-04-16,Resale,57500,115
5183,2743870000000.0,0.1591,"2090 STABLER RD, AKRON, OH 44313",44313,41.120875,-81.584712,26.06,Single Family Residence / Townhouse,RESIDENTIAL,1941,1823,2.0,4,168200,2018-04-16,Resale,42050,94
5635,2461290000000.0,0.1388,"1207 CARNEGIE AVE, AKRON, OH 44314",44314,41.025501,-81.57151999999999,32.14,Single Family Residence / Townhouse,RESIDENTIAL,1957,936,2.0,3,94800,2018-04-16,Resale,31600,101
786,3859240000000.0,0.6313,"1009 GENOA AVE NW, MASSILLON, OH 44646",44646,40.808409000000005,-81.465459,48.04,Single Family Residence / Townhouse,HOUSE,1968,2886,4.0,5,110000,2018-04-16,Resale,22000,38
6122,18258700000000.0,0.135,"378 MORRISON AVE, CUYAHOGA FALLS, OH 44221",44221,41.149823,-81.48676400000001,27.6,Single Family Residence / Townhouse,RESIDENTIAL,1950,1120,2.0,3,121500,2018-04-16,Resale,40500,108
3491,15254500000000.0,0.3343,"527 JUNIOR AVE, AKRON, OH 44312",44312,41.040807,-81.42179499999999,35.51,Single Family Residence / Townhouse,RESIDENTIAL,1927,1355,1.0,3,80500,2018-04-16,Resale,26833,77
7101,18206400000000.0,0.2583,"2880 DIANA LYNN DR, STOW, OH 44224",44224,41.1987,-81.39739499999999,28.9,Single Family Residence / Townhouse,RESIDENTIAL,1972,1354,1.0,3,142100,2018-04-13,Resale,47367,105
4866,18264600000000.0,0.132,"1466 CREIGHTON AVE, AKRON, OH 44310",44310,41.103922,-81.477011,30.31,Single Family Residence / Townhouse,RESIDENTIAL,1959,1032,1.0,3,97000,2018-04-13,Resale,32333,94
7412,461817000000.0,2.5,"9160 PECK RD, MANTUA, OH 44255",44255,41.240472,-81.210821,36.04,Single Family Residence / Townhouse,RESIDENTIAL,1991,1458,2.0,3,105000,2018-04-13,Resale,35000,88
1559,32482600000000.0,0.4281,"6684 LEESTONE AVE NE, CANTON, OH 44721",44721,40.89433,-81.32466,46.63,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2018,1753,2.0,3,271100,2018-04-13,New Construction,0,0
7585,18216700000000.0,0.0,"613 U S GRANT ST, LAGRANGE, OH 44050",44050,41.250662,-82.103988,18.58,Single Family Residence / Townhouse,RESIDENTIAL,2015,2491,3.0,3,322400,2018-04-13,Resale,107467,129
7081,18261200000000.0,0.2821,"2802 DIANA LYNN DR, STOW, OH 44224",44224,41.198758000000005,-81.399974,28.79,Single Family Residence / Townhouse,RESIDENTIAL,1960,1394,1.0,3,150000,2018-04-13,Resale,50000,92
1268,4668150000000.0,1.0606,"4494 MEL LN, WOOSTER, OH 44691",44691,40.854521999999996,-81.909762,40.57,Single Family Residence / Townhouse,RESIDENTIAL,1978,1558,2.0,3,175000,2018-04-12,Resale,58333,112
3923,18242400000000.0,2.75,"1145 TOWNLINE ROAD 12, WILLARD, OH 44890",44890,41.067983,-82.643292,48.63,Single Family Residence / Townhouse,HOUSE,0,1128,1.0,3,19000,2018-04-12,Resale,6333,17
2491,15841700000000.0,0.391,"1774 NICHOLS RD, AKRON, OH 44312",44312,40.990287,-81.46157099999999,37.12,Single Family Residence / Townhouse,RESIDENTIAL,1987,1595,2.0,3,151000,2018-04-11,Resale,50333,85
6095,1757480000000.0,0.4821,"2156 CROSS CREEK TRL, CUYAHOGA FALLS, OH 44223",44223,41.148067,-81.51573,26.68,Single Family Residence / Townhouse,RESIDENTIAL,1988,2404,5.0,3,290000,2018-04-11,Resale,96667,122
1427,2084970000000.0,0.1596,"512 PORTAGE ST NW, NORTH CANTON, OH 44720",44720,40.878033,-81.407004,45.21,Single Family Residence / Townhouse,HOUSE,1937,1912,2.0,3,106000,2018-04-11,Resale,35333,55
4815,4678180000000.0,0.2117,"283 MERRIMAN RD, AKRON, OH 44303",44303,41.100083000000005,-81.539957,28.54,Single Family Residence / Townhouse,HOUSE,1909,1601,2.0,3,140000,2018-04-11,Resale,70000,89
8121,14893300000000.0,0.1148,"541 MELROSE ST, AKRON, OH 44305",44305,41.077296999999994,-81.465192,32.13,Single Family Residence / Townhouse,RESIDENTIAL,1943,720,1.0,2,61500,2018-04-10,Resale,30750,85
6804,18331200000000.0,1.0,"6115 FENN RD, MEDINA, OH 44256",44256,41.167444,-81.917026,19.17,Single Family Residence / Townhouse,HOUSE,1969,1428,2.0,3,165000,2018-04-10,Resale,55000,116
1653,24841800000000.0,0.2793,"3667 KENYON CREEK AVE NW, MASSILLON,OH 44647",44647,40.813790999999995,-81.578763,45.53,Single Family Residence / Townhouse,HOUSE,2018,1918,3.0,3,15000,2018-04-06,Resale,0,0
3188,32095900000000.0,0.3134,"955 PICKFORDE DR NE, NORTH CANTON, OH 44720",44720,40.89997,-81.42956,43.3,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,2018,2399,2.0,3,119000,2018-04-06,Resale,0,0
8924,2697220000000.0,3.405,"4065 JONES RD, DIAMOND, OH 44412",44412,41.100234,-81.01270500000001,49.56,Single Family Residence / Townhouse,RESIDENTIAL,2003,2446,3.0,3,189000,2018-04-06,Resale,63000,77
3601,1443080000000.0,2.0,"2069 CONGRESS LAKE RD, MOGADORE, OH 44260",44260,41.045699,-81.329162,38.49,Single Family Residence / Townhouse,RESIDENTIAL,1994,3378,5.0,3,506000,2018-04-06,Resale,168667,150
1121,18336400000000.0,1.5,"3200 ASPEN DR, WOOSTER, OH 44691",44691,40.838164,-81.987646,42.19,Single Family Residence / Townhouse,RESIDENTIAL,1987,1235,3.0,2,250000,2018-04-05,Resale,125000,202
7717,4667160000000.0,0.7035,"7401 VALERIE LN, HUDSON, OH 44236",44236,41.265265,-81.424368,25.27,Single Family Residence / Townhouse,RESIDENTIAL,1964,2400,3.0,4,283000,2018-04-05,Resale,70750,123
4179,2065760000000.0,0.3489,"10974 NEWBURY AVE NW, UNIONTOWN, OH 44685",44685,40.946762,-81.402266,41.34,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1996,2124,4.0,4,205000,2018-04-05,Resale,68333,97
9061,21740200000000.0,0.15,"11361 RESERVE WAY, COLUMBIA STATION, OH 44028",44028,41.31183,-81.94004,10.03,Single Family Residence / Townhouse,RESIDENTIAL,2013,2219,3.0,4,245000,2018-04-04,Resale,61250,110
4004,5294920000000.0,0.1446,"1398 NEWTON ST, AKRON, OH 44305",44305,41.072879,-81.472724,32.13,Single Family Residence / Townhouse,RESIDENTIAL,1918,1104,1.0,3,3000,2018-04-04,Nominal - Non/Arms Length Sale,1000,3
4209,14140400000000.0,3.43,"3288 KINSLEY DR NE, HARTVILLE, OH 44632",44632,40.953109999999995,-81.315448,43.71,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1931,1278,1.0,3,50000,2018-04-02,Resale,16667,39
9183,25128100000000.0,0.4726,"2028 FIELDCREST LN, TWINSBURG, OH 44087",44087,41.31613,-81.44109,22.97,Single Family Residence / Townhouse,RESIDENTIAL,2017,3646,4.0,5,514810,2018-04-02,New Construction,0,0
9632,3299380000000.0,0.4637,"9961 GABRIELLA DR, NORTH ROYALTON, OH 44133",44133,41.344297999999995,-81.761043,8.13,Single Family Residence / Townhouse,RESIDENTIAL,1955,1064,1.0,3,160000,2018-03-30,Resale,53333,150
8308,4261860000000.0,0.3214,"18739 SARATOGA TRL, STRONGSVILLE, OH 44136",44136,41.281843,-81.822887,11.06,Single Family Residence / Townhouse,RESIDENTIAL,1997,3834,4.0,4,360000,2018-03-30,Resale,90000,94
8444,18278700000000.0,2.12,"17350 PARKSIDE DR, NORTH ROYALTON, OH 44133",44133,41.292093,-81.767543,11.13,Single Family Residence / Townhouse,RESIDENTIAL,2003,3478,3.0,4,475000,2018-03-30,Resale,118750,137
6233,4411810000000.0,2.0,"1745 NOTMAN RD, DEERFIELD, OH 44411",44411,41.036699,-81.079573,48.9,Single Family Residence / Townhouse,RESIDENTIAL,1972,2160,1.0,3,117500,2018-03-30,Resale,39167,54
6237,18263400000000.0,0.1166,"350 MISSION DR, AKRON, OH 44301",44301,41.037163,-81.51410200000001,32.91,Single Family Residence / Townhouse,RESIDENTIAL,1939,1478,2.0,3,95900,2018-03-30,Resale,31967,66
2856,4409760000000.0,0.2176,"1246 SARLSON AVE, AKRON, OH 44314",44314,41.028166,-81.5731,31.93,Single Family Residence / Townhouse,RESIDENTIAL,1952,896,1.0,3,78500,2018-03-29,Resale,26167,88
6281,14376800000000.0,0.1102,"433 E WILBETH RD, AKRON, OH 44301",44301,41.039975,-81.511158,32.83,Single Family Residence / Townhouse,RESIDENTIAL,1918,1454,1.0,3,30000,2018-03-28,Resale,10000,21
1102,18211000000000.0,0.45899999999999996,"8709 EMERSON RD, ORRVILLE, OH 44667",44667,40.83729,-81.76341,41.89,Single Family Residence / Townhouse,RESIDENTIAL,1977,1288,3.0,4,120000,2018-03-27,Resale,30000,93
5325,2371590000000.0,0.4164,"3273 S JASMINE AVE, AKRON, OH 44319",44319,40.990936,-81.507232,35.83,Single Family Residence / Townhouse,RESIDENTIAL,1942,1954,3.0,3,100100,2018-03-27,Resale,50050,52
7705,315526000000.0,0.2755,"4081 CHEROKEE TRL, BRUNSWICK, OH 44212",44212,41.263921,-81.836715,12.22,Single Family Residence / Townhouse,HOUSE,1974,1328,2.0,4,167000,2018-03-23,Resale,41750,126
8676,92098539153.0,0.395,"487 WASHBURN RD, TALLMADGE, OH 44278",44278,41.087298,-81.398611,33.9,Single Family Residence / Townhouse,RESIDENTIAL,1993,2096,3.0,4,198500,2018-03-22,Resale,66167,92
2043,18250000000000.0,0.3673,"1006 48TH ST NW, CANTON, OH 44709",44709,40.851991999999996,-81.38095600000001,47.45,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1969,2462,3.0,3,135000,2018-03-21,Resale,45000,55
4140,24247200000000.0,0.1221,"EDDYSTONE AVE, CLINTON, OH 44216",44216,40.937909999999995,-81.58277,37.41,Single Family Residence / Townhouse,RESIDENTIAL,0,0,0.0,0,44000,2018-03-21,Resale,0,0
7684,18261100000000.0,3.82,"2950 BOSTON MILLS RD, BRECKSVILLE, OH 44141",44141,41.261943,-81.602987,17.84,Single Family Residence / Townhouse,RESIDENTIAL,2003,3633,3.0,4,360000,2018-03-21,Resale,90000,99
3011,55637439151.0,0.5895,"6956 GLENMERE AVE NE, CANTON, OH 44721",44721,40.876677,-81.31118199999999,48.03,Single Family Residence / Townhouse,HOUSE,1910,2496,2.0,4,60100,2018-03-21,Construction Loan/Financing,15025,24
8637,20390900000000.0,0.138,"565 MEADOW GLEN LN, TALLMADGE, OH 44278",44278,41.085683,-81.44890799999999,32.22,Single Family Residence / Townhouse,HOUSE,2004,1272,2.0,2,45880,2018-03-19,Nominal - Non/Arms Length Sale,22940,36
1680,2310970000000.0,0.1469,"1520 N PARK AVE NW, CANTON, OH 44708",44708,40.815245000000004,-81.412165,48.86,Single Family Residence / Townhouse,HOUSE,1925,1008,1.0,2,73000,2018-03-19,Resale,36500,72
4090,18259200000000.0,7.2119,"2055 KOONS RD, NORTH CANTON, OH 44720",44720,40.920875,-81.461715,41.21,Single Family Residence / Townhouse,RESIDENTIAL,1950,1413,1.0,3,198000,2018-03-19,Resale,66000,101
6654,18259400000000.0,0.1377,"318 VAN BUREN AVE, CUYAHOGA FALLS, OH 44221",44221,41.157222999999995,-81.487972,27.19,Single Family Residence / Townhouse,RESIDENTIAL,1948,1008,1.0,3,103000,2018-03-19,Resale,51500,102
9922,18260500000000.0,0.6273,"4580 RIDGEWOOD RD, COPLEY, OH 44321",44321,41.114354,-81.677063,24.27,Single Family Residence / Townhouse,RESIDENTIAL,1976,2286,3.0,4,243000,2018-03-16,Resale,60750,122
6186,948931000000.0,0.1591,"699 COOPER AVE, AKRON, OH 44306",44306,41.034521000000005,-81.50191,33.41,Single Family Residence / Townhouse,RESIDENTIAL,1956,1155,2.0,2,62000,2018-03-16,Resale,31000,73
4524,18205600000000.0,0.4039,"1407 EARHART AVE, AKRON, OH 44320",44320,41.08137,-81.595704,28.13,Single Family Residence / Townhouse,RESIDENTIAL,1941,2817,2.0,3,164000,2018-03-16,Resale,54667,58
6280,4129990000000.0,0.1212,"501 E WILBETH RD, AKRON, OH 44301",44301,41.039967,-81.50856,32.9,Single Family Residence / Townhouse,RESIDENTIAL,1929,1336,1.0,3,60000,2018-03-16,Resale,20000,46
9704,4681160000000.0,0.9183,"8309 ABBEY RD, NORTH ROYALTON, OH 44133",44133,41.347964000000005,-81.776504,7.48,Single Family Residence / Townhouse,RESIDENTIAL,1951,864,1.0,2,112000,2018-03-15,Resale,56000,130
3956,465268000000.0,0.1377,"2115 CONGO ST, AKRON, OH 44305",44305,41.069483,-81.447689,33.12,Single Family Residence / Townhouse,RESIDENTIAL,1956,1195,1.0,3,115000,2018-03-13,Resale,38333,96
136,485356000000.0,0.2177,"308 PROUDLEY AVE SW, MASSILLON, OH 44646",44646,40.792363,-81.471335,48.93,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1973,1573,1.0,3,120000,2018-03-13,Resale,40000,76
9233,5020170000000.0,0.5303,"13021 EAGLE CHASE, NORTH ROYALTON, OH 44133",44133,41.320791,-81.713592,10.93,Single Family Residence / Townhouse,RESIDENTIAL,1999,2662,3.0,4,330000,2018-03-12,Resale,82500,124
9707,14607900000000.0,0.13,"9990 ALDRIDGE DR, COLUMBIA STATION, OH 44028",44028,41.348884000000005,-81.88703000000001,6.61,Single Family Residence / Townhouse,HOUSE,1944,1300,2.0,3,8000,2018-03-12,Resale,2667,6
8421,2442680000000.0,0.7346,"14054 DRAKE RD, STRONGSVILLE, OH 44136",44136,41.291036,-81.7945,10.74,Single Family Residence / Townhouse,RESIDENTIAL,1968,1696,2.0,3,203000,2018-03-12,Resale,67667,120
5596,32094100000000.0,0.3995,"2279 MARKEY ST, AKRON, OH 44319",44319,41.022875,-81.518589,33.63,Single Family Residence / Townhouse,RESIDENTIAL,1928,1272,1.0,3,49400,2018-03-12,Construction Loan/Financing,16467,40
6632,337738000000.0,0.115,"160 E SPRUCE AVE, RAVENNA, OH 44266",44266,41.156158000000005,-81.240624,37.34,Single Family Residence / Townhouse,RESIDENTIAL,1940,1224,1.0,2,49000,2018-03-09,Resale,24500,40
3140,18255800000000.0,0.2837,"559 LONGVIEW AVE, CANAL FULTON, OH 44614",44614,40.89043,-81.585555,40.42,Single Family Residence / Townhouse,MISCELLANEOUS INDUSTRIAL,1977,988,2.0,3,116800,2018-03-09,Resale,38933,118
7347,2332680000000.0,0.2066,"9912 GREEN DR, WINDHAM, OH 44288",44288,41.237863,-81.032864,44.79,Single Family Residence / Townhouse,RESIDENTIAL,2001,1056,2.0,3,70000,2018-03-08,Resale,23333,66
