,street_1,city,state,zip,sale_price,date,latitude,longitude
7452,3237 SENECA DR,Brunswick,OH,44212,269800,2016-08-02,41.243120000000005,-81.82866999999999
7453,3248 SENECA DR,Brunswick,OH,44212,289700,2016-10-24,41.243120000000005,-81.82866999999999
7454,3219 BROADLEAF WAY,Brunswick,OH,44212,249300,2019-05-13,41.243120000000005,-81.82866999999999
7455,30 MANCHESTER ST,Monroeville,OH,44847,32000,2008-04-17,41.243142999999996,-82.692419
7456,18 RIDGE ST N,Monroeville,OH,44847,40000,2018-04-20,41.243342,-82.703259
7457,9272 GERALD DR,Streetsboro,OH,44241,80000,2012-10-19,41.243361,-81.34093299999999
7458,9275 COIT RD,Ravenna,OH,44266,45000,2005-07-11,41.243489000000004,-81.265302
7459,30 PROSPECT ST,Monroeville,OH,44847,70000,2009-06-11,41.243565000000004,-82.701367
7460,4144 SHENANDOAH PKWY,Brunswick,OH,44212,232000,2006-06-08,41.243565000000004,-81.83609799999999
7461,33 PROSPECT ST,Monroeville,OH,44847,95000,2016-12-01,41.243593,-82.701738
7462,11 GRANNY SMITH ST,Norwalk,OH,44857,22500,2005-03-25,41.243817,-82.587469
7463,1186 POTOMAC DR,Brunswick,OH,44212,162750,2005-11-02,41.243891999999995,-81.804991
7464,1159 W CHASE DR,Brunswick,OH,44212,55000,2011-02-01,41.244043,-81.864366
7465,9368 ROOT DR,Streetsboro,OH,44241,95500,2009-10-14,41.244169,-81.33129100000001
7466,6803 PINEBROOKE DR,Hudson,OH,44236,351000,2006-11-06,41.243423,-81.418366
7467,39 WOODLAWN AVE,Norwalk,OH,44857,478000,2018-06-13,41.243413000000004,-82.609049
7468,HETTLE RD,Monroeville,OH,44847,91809,2009-05-06,41.244175,-82.694828
7469,60 E MAIN ST,Norwalk,OH,44857,130000,2006-04-07,41.243293,-82.61323
7470,1186 BAILEY ANDERSON RD,Leavittsburg,OH,44430,51000,2007-12-06,41.244389,-80.933902
7471,119 HARMON CT,Lagrange,OH,44050,198000,2016-10-03,41.243207,-82.121926
7472,6 CORWIN ST,Norwalk,OH,44857,14500,2012-02-17,41.244446,-82.608387
7473,28 OWEN BROWN ST,Hudson,OH,44236,192000,2006-03-31,41.243183,-81.44196600000001
7474,91 N HESTER ST,Norwalk,OH,44857,22500,2017-02-22,41.244509,-82.618937
7475,1177 GLENCOVE CMNS,Brunswick,OH,44212,151500,2014-06-13,41.24382,-81.843422
7476,FITCHVILLE RIVER RD,Wakeman,OH,44889,52900,2011-10-14,41.24462,-82.38319
7477,REAR LAND,Wakeman,OH,44889,13200,2018-08-21,41.24462,-82.38319
7478,1210 N CARPENTER RD,Brunswick,OH,44212,100500,2007-03-01,41.244653,-81.808181
7479,99 E MAIN ST,Norwalk,OH,44857,40100,2013-10-02,41.244755,-82.610838
7480,444 HENDRIX BLVD,Lagrange,OH,44050,215000,2016-09-15,41.244013,-82.108018
7481,ZENOBIA RD,Wakeman,OH,44889,140000,2010-12-07,41.24462,-82.38319
7482,REAR LAND,Wakeman,OH,44889,131000,2018-06-18,41.24462,-82.38319
7483,87 OLD STATE RD S,Norwalk,OH,44857,160000,2005-08-03,41.244820000000004,-82.590908
7484,4833 STAG THICKET LN,Brunswick,OH,44212,326982,2016-02-04,41.244893,-81.864938
7485,4796 STAG THICKET LN,Brunswick,OH,44212,387900,2016-05-20,41.245166999999995,-81.865002
7486,1120 W 130TH ST,Brunswick,OH,44212,5500000,2006-12-19,41.245456,-81.785102
7487,112 E MAIN ST,Norwalk,OH,44857,92000,2006-05-11,41.244906,-82.609881
7488,61 STATE ST,Norwalk,OH,44857,70000,2007-03-30,41.245474,-82.622057
7489,836 RIDGEWOOD BLVD,Hudson,OH,44236,550000,2016-07-21,41.245529,-81.476764
7490,9362 PAGE RD,Streetsboro,OH,44241,65000,2009-11-16,41.245645,-81.326458
7491,61 STATE ST,Norwalk,OH,44857,230000,2005-01-12,41.245474,-82.622057
7492,6745 SAINT JAMES CIR,Hudson,OH,44236,570000,2007-08-16,41.245663,-81.420309
7493,5191 BRINGHAM DR,Brunswick,OH,44212,154900,2009-02-06,41.245833000000005,-81.87649499999999
7494,15 CORWIN ST,Norwalk,OH,44857,102000,2007-11-21,41.245521999999994,-82.60894499999999
7495,LENNOX RD,Hudson,OH,44236,4000,2009-09-17,41.246179999999995,-81.45059
7496,VALLEY VIEW RD,Hudson,OH,44236,135000,2015-10-21,41.246179999999995,-81.45059
7497,STOW RD,Hudson,OH,44236,330000,2019-01-31,41.246179999999995,-81.45059
7498,64 STATE ST,Norwalk,OH,44857,87630,2007-01-25,41.246139,-82.622191
7499,6546 CHESTWICK LN,Hudson,OH,44236,1430000,2018-12-10,41.246179999999995,-81.45059
7500,AURORA HUDSON RD,Streetsboro,OH,44236,160000,2010-08-25,41.246179999999995,-81.45059
7501,91 WEST ST,Monroeville,OH,44847,85000,2006-10-12,41.246481,-82.701555
7502,11 CHATHAM ST,Norwalk,OH,44857,90000,2012-10-18,41.246531,-82.609449
7503,5228 BRINGHAM DR,Brunswick,OH,44212,175000,2008-05-09,41.24606,-81.87543000000001
7504,156 HARVEST CT,Lagrange,OH,44050,360000,2008-10-27,41.246164,-82.12304
7505,6610 WILDWOOD CT,Hudson,OH,44236,574690,2016-03-08,41.246179999999995,-81.45059
7506,5114 BRINGHAM DR,Brunswick,OH,44212,215000,2007-10-25,41.246487,-81.870708
7507,6627 REGAL WOODS DR,Hudson,OH,44236,447650,2016-07-28,41.246179999999995,-81.45059
7508,4713 WOLFF DR,Brunswick,OH,44212,122500,2008-07-01,41.246567,-81.85451
7509,REAR LAND,Lagrange,OH,44050,100000,2008-02-15,41.24672,-82.1282
7510,5682 TIMBERLINE TRL,Hudson,OH,44236,530715,2017-05-30,41.246179999999995,-81.45059
7511,5753 TIMBERLINE TRL,Hudson,OH,44236,509200,2017-06-29,41.246179999999995,-81.45059
7512,E STREETSBORO ST,Hudson,OH,44236,103000,2018-05-03,41.246179999999995,-81.45059
7513,LYNX BLF,Lagrange,OH,44050,5500,2008-04-25,41.24672,-82.1282
7514,BLACK BEAR RUN,Lagrange,OH,44050,5500,2008-04-25,41.24672,-82.1282
7515,OTTER LN,Lagrange,OH,44050,5500,2008-04-25,41.24672,-82.1282
7516,WHITEHEAD RD,Lagrange,OH,44050,50000,2016-11-22,41.24672,-82.1282
7517,3447 CLOVER DR # 49,Brunswick,OH,44212,196000,2007-08-30,41.24682,-81.809763
7518,S CENTER ST,Lagrange,OH,44050,12500,2014-09-05,41.24672,-82.1282
7519,25 OLD ORCHARD LOOP,Norwalk,OH,44857,257500,2014-07-25,41.246615999999996,-82.583176
7520,5090 BRINGHAM DR,Brunswick,OH,44212,185000,2010-12-30,41.246634,-81.86900899999999
7521,64 N FOSTER ST,Norwalk,OH,44857,25000,2005-10-03,41.246709,-82.615076
7522,61 KREIDER LN,Monroeville,OH,44847,55000,2016-03-11,41.247036,-82.69005600000001
7523,62 KREIDER LN,Monroeville,OH,44847,75000,2008-07-31,41.247133000000005,-82.689716
7524,70 1/2 N FOSTER ST,Norwalk,OH,44857,25334,2012-02-15,41.247197,-82.61548499999999
7525,2947 INTERSTATE PKWY,Brunswick,OH,44212,425000,2005-07-13,41.247246999999994,-81.79705
7526,14 W LEAGUE ST,Norwalk,OH,44857,30000,2011-05-06,41.247313,-82.620041
7527,1059 LAKE MEADOW LN,Brunswick,OH,44212,119500,2015-09-25,41.246883000000004,-81.83800500000001
7528,4272 MINER DR,Brunswick,OH,44212,142900,2005-05-27,41.247469,-81.83202800000001
7529,3972 MINER DR,Brunswick,OH,44212,40500,2010-02-26,41.247513,-81.825631
7530,2195 VICTORIA PKWY,Hudson,OH,44236,302000,2012-06-19,41.24694,-81.420366
7531,101 WEST ST,Monroeville,OH,44847,124000,2006-10-31,41.24695,-82.701651
7532,1028 WOODFIELD LN,Brunswick,OH,44212,186000,2009-11-19,41.246959999999994,-81.861722
7533,1040 SUGAR MAPLE LN,Brunswick,OH,44212,156000,2013-06-27,41.247009000000006,-81.859486
7534,1090 RIVER RD,Hinckley,OH,44233,300000,2010-09-22,41.247018,-81.72689
7535,970 CAXTON LN,Brunswick,OH,44212,199390,2006-08-25,41.247232000000004,-81.86849699999999
7536,4618 BASSWOOD OVAL,Brunswick,OH,44212,154000,2010-08-02,41.247293,-81.85391800000001
7537,9411 STATE ROUTE 43,Streetsboro,OH,44241,1333334,2008-08-27,41.246767999999996,-81.34566099999999
7538,163 E MAIN ST,Norwalk,OH,44857,102000,2018-12-21,41.247384000000004,-82.605248
7539,16 WHITEFIELD BLVD,Norwalk,OH,44857,262000,2016-10-21,41.247414,-82.581739
7540,3291 MARPAT LN,Brunswick,OH,44212,120000,2008-12-19,41.248416999999996,-81.804259
7541,3665 BRAMBLEWOOD DR,Brunswick,OH,44212,118000,2006-03-01,41.248433,-81.818988
7542,9438 SLAGLE RD,Garrettsville,OH,44231,1950000,2016-09-15,41.248609,-81.116276
7543,970 FIRESIDE DR,Brunswick,OH,44212,203000,2007-07-30,41.24865,-81.814755
7544,4089 MINER DR,Brunswick,OH,44212,130000,2009-11-30,41.247603000000005,-81.839292
7545,19 WHITEFIELD BLVD,Norwalk,OH,44857,270000,2006-06-26,41.247206,-82.581242
7546,134 CHADBOURNE DR,Hudson,OH,44236,305000,2009-07-28,41.247837,-81.46810699999999
7547,20 N GARDEN ST,Norwalk,OH,44857,82500,2013-11-18,41.247887,-82.608019
7548,128 CHADBOURNE DR,Hudson,OH,44236,294000,2009-09-22,41.247909,-81.467739
7549,28 CHATHAM ST,Norwalk,OH,44857,51000,2007-02-02,41.248098999999996,-82.610128
7550,3 WHITEFIELD BLVD,Norwalk,OH,44857,207500,2016-07-28,41.248883,-82.583135
7551,27 E HARKNESS ST,Norwalk,OH,44857,146000,2019-03-29,41.248427,-82.61004
7552,27 N GARDEN ST,Norwalk,OH,44857,102000,2010-04-26,41.247764000000004,-82.60834399999999
7553,300 CLEVELAND RD,Norwalk,OH,44857,750000,2018-02-22,41.248759,-82.584924
7554,18 TAYLOR ST,Wakeman,OH,44889,180000,2017-12-21,41.248765999999996,-82.393842
7555,97 W WASHINGTON ST,Norwalk,OH,44857,13000,2009-03-23,41.249653,-82.631843
7556,16014 COWLEY RD,Grafton,OH,44044,75000,2017-07-10,41.249803,-81.98309499999999
7557,70 BLACKBERRY DR,Hudson,OH,44236,377500,2011-12-05,41.248684000000004,-81.447139
7558,956 SLATE DR,Brunswick,OH,44212,188295,2011-06-16,41.250085999999996,-81.873704
7559,1845 STINE RD,Peninsula,OH,44264,215000,2012-06-12,41.248687,-81.57025
7560,5084 AUTUMNWOOD LN,Brunswick,OH,44212,197315,2008-09-18,41.249373999999996,-81.866179
7561,535 US HIGHWAY 20 E,Norwalk,OH,44857,300000,2008-09-05,41.249426,-82.56813299999999
7562,76 TOWNSEND AVE,Norwalk,OH,44857,235000,2019-03-27,41.249693,-82.591645
7563,855 MCKEE TRL,Hinckley,OH,44233,118500,2006-10-06,41.250409999999995,-81.716931
7564,5168 AUTUMNWOOD LN,Brunswick,OH,44212,307140,2005-04-21,41.249728000000005,-81.868778
7565,1335 SHAWNEE TRL,Streetsboro,OH,44241,135000,2019-02-22,41.24984,-81.34701
7566,53 VERLIN ST,Wakeman,OH,44889,62000,2006-02-17,41.248919,-82.403214
7567,9436 STATE ROUTE 88,Windham,OH,44288,144900,2005-10-17,41.249165999999995,-81.121688
7568,8164 GOTHAM RD,Garrettsville,OH,44231,160000,2018-11-28,41.250251,-81.096313
7569,604 U S GRANT ST,Lagrange,OH,44050,323900,2018-06-22,41.250376,-82.104212
7570,953 SLATE DR,Brunswick,OH,44212,219590,2010-06-30,41.249907,-81.873412
7571,965 SLATE DR,Brunswick,OH,44212,216472,2012-08-28,41.250023,-81.873345
7572,6582 RIVERVIEW RD,Peninsula,OH,44264,180000,2012-10-31,41.251225,-81.55670500000001
7573,3887 BUCKINGHAM DR,Brunswick,OH,44212,160000,2012-09-21,41.251235,-81.825739
7574,1480 PIKE PKWY,Streetsboro,OH,44241,88000,2015-05-04,41.251359,-81.34022399999999
7575,9542 KICKAPOO PASS,Streetsboro,OH,44241,153000,2017-03-16,41.250793,-81.352711
7576,5166 SUMMERFIELD LN,Brunswick,OH,44212,163215,2009-11-16,41.250808,-81.87169899999999
7577,921 EDGAR LN,Brunswick,OH,44212,200000,2008-04-29,41.251459000000004,-81.794504
7578,832 BUCKINGHAM DR,Lagrange,OH,44050,350000,2017-06-30,41.25094,-82.109539
7579,522 ATTERBURY BLVD,Hudson,OH,44236,200000,2016-04-22,41.250991,-81.46421600000001
7580,5017 FALLEN LEAF TRL,Brunswick,OH,44212,243000,2008-03-24,41.251828,-81.863895
7581,4223 BRECKSVILLE RD,Richfield,OH,44286,395000,2016-06-23,41.250451,-81.634872
7582,902 COHASSET DR,Brunswick,OH,44212,219000,2008-06-09,41.251973,-81.799892
7583,29 S RIVER ST,Wakeman,OH,44889,56000,2009-10-13,41.252063,-82.398561
7584,14 ADAMS ST,Norwalk,OH,44857,245000,2013-07-30,41.251152000000005,-82.609538
7585,613 U S GRANT ST,Lagrange,OH,44050,322400,2018-04-13,41.250662,-82.103988
7586,9527 KICKAPOO PASS,Streetsboro,OH,44241,143000,2014-11-04,41.250766999999996,-81.353507
7587,9 PARSONS ST,Norwalk,OH,44857,140000,2014-11-12,41.251442,-82.60173499999999
7588,869 HADCOCK RD,Brunswick,OH,44212,120000,2017-02-10,41.252583,-81.82361
7589,2826 BENJAMIN DR,Brunswick,OH,44212,209900,2011-12-22,41.252606,-81.787655
7590,4787 LOCUST LN,Brunswick,OH,44212,195000,2016-07-29,41.251689,-81.85824000000001
7591,52 FRUEN ST,Norwalk,OH,44857,65000,2011-09-30,41.252716,-82.616961
7592,2385 TYRE DR,Hudson,OH,44236,250000,2012-05-04,41.251869,-81.41740300000001
7593,187 WHITTLESEY AVE,Norwalk,OH,44857,43334,2006-11-28,41.251996000000005,-82.622233
7594,4204 CANTERBURY DR,Brunswick,OH,44212,154000,2014-03-21,41.251366,-81.83695999999999
7595,128 LEISURE LN,Norwalk,OH,44857,125000,2010-06-24,41.252614,-82.59043199999999
7596,5258 STREETER RD,Mantua,OH,44255,150000,2009-07-22,41.252632,-81.203366
7597,847 ELIZA CT,Brunswick,OH,44212,233750,2006-09-12,41.253249,-81.788924
7598,59 GREAT OAK DR,Hudson,OH,44236,505000,2013-11-15,41.252798999999996,-81.451752
7599,4260 HADLEY CT,Brunswick,OH,44212,115000,2006-09-19,41.252891999999996,-81.839366
7600,4001 SHERWOOD DR,Brunswick,OH,44212,134000,2015-10-07,41.253341999999996,-81.829753
7601,4270 HADLEY CT,Brunswick,OH,44212,121000,2005-06-24,41.252893,-81.83944100000001
7602,9616 KICKAPOO PASS,Streetsboro,OH,44241,224000,2015-09-10,41.252263,-81.352404
7603,8 OAKWOOD DR,Norwalk,OH,44857,178000,2008-09-30,41.252365999999995,-82.594148
7604,4021 DRAKE RD,Norwalk,OH,44857,140000,2018-05-29,41.25249,-82.649912
7605,179 TUCKER AVE,Norwalk,OH,44857,24250,2016-02-26,41.253699,-82.60127299999999
7606,6330 MYRTLE HILL RD,Valley City,OH,44280,260000,2010-08-04,41.253145,-81.918476
7607,57 NORTHERN LIGHT CIR,Hinckley,OH,44233,205000,2007-02-21,41.253152,-81.687336
7608,2917 ELMER DR,Brunswick,OH,44212,240000,2012-06-06,41.254049,-81.7946
7609,75 ONTARIO ST,Norwalk,OH,44857,2200000,2006-07-25,41.254245000000004,-82.605767
7610,782 SEASONS PASS DR,Brunswick,OH,44212,181390,2007-03-12,41.252993,-81.864469
7611,VERLIN ST,Wakeman,OH,44889,5000,2018-09-12,41.25482,-82.40285
7612,108 AMBROSE DR,Hudson,OH,44236,445000,2015-09-11,41.253994,-81.451235
7613,2880 GREENWICH LN,Brunswick,OH,44212,246000,2008-02-13,41.255023,-81.791842
7614,3408 NELSON MOSIER RD,Leavittsburg,OH,44430,185000,2016-09-13,41.252843,-80.922843
7615,4515 PATRICIA DR,Brunswick,OH,44212,245000,2012-06-28,41.253703,-81.848058
7616,327 GIBBS RD,Norwalk,OH,44857,140000,2005-07-29,41.255292,-82.579861
7617,2919 GREENWICH LN,Brunswick,OH,44212,233715,2010-05-27,41.255309000000004,-81.790437
7618,2953 GREENWICH LN,Brunswick,OH,44212,311580,2014-02-27,41.255327,-81.789173
7619,4478 STONE CREEK DR,Brunswick,OH,44212,233000,2018-08-17,41.25475,-81.848548
7620,731 NOLA DR,Brunswick,OH,44212,276718,2008-12-15,41.255424,-81.787858
7621,4471 FOREST BROOKE CT N,Richfield,OH,44286,822000,2013-07-25,41.254843,-81.672342
7622,5494 STREETER RD,Mantua,OH,44255,145000,2015-06-30,41.25508,-81.194568
7623,63 PARSONS ST,Norwalk,OH,44857,91000,2016-02-25,41.25589,-82.603309
7624,2409 HUDSON AURORA RD,Hudson,OH,44236,210400,2015-04-17,41.255919,-81.41816800000001
7625,13 GLOVER AVE,Norwalk,OH,44857,69500,2008-09-08,41.255953999999996,-82.614586
7626,2880 EMMA LN,Brunswick,OH,44212,205930,2010-08-30,41.255995,-81.78959
7627,2906 EMMA LN,Brunswick,OH,44212,207245,2010-06-24,41.256023,-81.78984100000001
7628,2069 JESSE DR,Hudson,OH,44236,273400,2009-12-14,41.255523,-81.430307
7629,9724 MELDON DR,Streetsboro,OH,44241,113000,2013-09-12,41.25553,-81.34916899999999
7630,7050 KATE DR,Hudson,OH,44236,435000,2014-10-20,41.255649,-81.427591
7631,5236 CREEKSIDE BLVD UNIT C9,Brunswick,OH,44212,104000,2018-03-12,41.255693,-81.87818399999999
7632,5236 CREEKSIDE BLVD UNIT A4,Brunswick,OH,44212,56601,2017-05-31,41.255693,-81.87818399999999
7633,2465 FOREST DR,Hinckley,OH,44233,315000,2018-07-12,41.256977,-81.774697
7634,5 FULLER DR,Norwalk,OH,44857,99360,2009-06-30,41.257096999999995,-82.616342
7635,68 GLOVER AVE,Norwalk,OH,44857,97000,2006-10-30,41.256227,-82.618597
7636,695 CAMDEN LN,Brunswick,OH,44212,194000,2015-06-02,41.257354,-81.79339499999999
7637,4768 BLACK RD,Richfield,OH,44286,442000,2014-08-01,41.256386,-81.608548
7638,4428 STONE CREEK DR,Brunswick,OH,44212,193000,2009-01-14,41.256443,-81.84481099999999
7639,3673 REGENCY WOODS TRL,Richfield,OH,44286,149900,2005-07-13,41.256654,-81.643458
7640,687 MEMORY LN,Brunswick,OH,44212,207000,2015-12-31,41.256735,-81.845825
7641,76 PARSONS ST,Norwalk,OH,44857,121900,2012-05-01,41.256884,-82.602952
7642,36109 DELLWOOD RD,Grafton,OH,44044,164800,2017-11-28,41.256163,-82.025471
7643,4550 KINGSBURY TRL,Richfield,OH,44286,199900,2015-02-13,41.257332,-81.676273
7644,598 CAROLYN DR,Brunswick,OH,44212,115000,2011-09-23,41.258228,-81.812368
7645,2139 PRESTWICK CT,Streetsboro,OH,44241,217000,2015-05-27,41.258365000000005,-81.316825
7646,10 QUAIL HOLLOW AVE,Norwalk,OH,44857,265000,2015-06-01,41.258461,-82.59702800000001
7647,655 STONY HILL RD,Hinckley,OH,44233,232000,2017-07-05,41.258536,-81.764059
7648,6565 STREETER RD,Mantua,OH,44255,91000,2012-10-03,41.258557,-81.15523
7649,6519 MYRTLE HILL RD,Valley City,OH,44280,133527,2011-10-14,41.257108,-81.924601
7650,648 REDSTONE CIR,Brunswick,OH,44212,185000,2008-06-20,41.25899999999999,-81.800252
7651,607 WEST DR,Brunswick,OH,44212,145000,2007-08-29,41.259341,-81.82814499999999
7652,4488 CLIFFWOOD LN,Brunswick,OH,44212,115000,2013-10-31,41.257865,-81.846757
7653,638 ALMAS CT,Brunswick,OH,44212,133000,2007-03-21,41.257871,-81.839732
7654,2311 KATE CIR,Hudson,OH,44236,310000,2008-09-19,41.257883,-81.427285
7655,11 WHITE TAIL WAY # B,Norwalk,OH,44857,156600,2007-08-08,41.257908,-82.618527
7656,2449 COLLINS RD,Collins,OH,44826,16500,2014-01-10,41.259499,-82.502702
7657,19 E QUAIL HOLLOW AVE,Norwalk,OH,44857,195000,2010-04-23,41.25904,-82.59338199999999
7658,695 JUNIPER LN,Brunswick,OH,44212,209000,2010-05-26,41.259091,-81.869796
7659,629 ANDOVER CIR,Brunswick,OH,44212,145000,2009-08-28,41.25973,-81.81104
7660,9947 MELDON DR,Streetsboro,OH,44241,40000,2005-09-02,41.259882,-81.351896
7661,9873 MELDON DR,Streetsboro,OH,44241,153900,2015-05-01,41.259651,-81.349575
7662,4407 GIBBS RD,Norwalk,OH,44857,65000,2010-01-14,41.259766,-82.563908
7663,2176 BENJAMIN CIR,Hudson,OH,44236,375000,2014-04-11,41.259783,-81.430306
7664,7255 VALLEY VIEW RD,Hudson,OH,44236,389965,2015-12-11,41.260068,-81.45095500000001
7665,161 GALLUP AVE,Norwalk,OH,44857,139900,2008-10-14,41.260077,-82.596121
7666,622 DAVID DR,Streetsboro,OH,44241,108200,2005-05-10,41.260118,-81.371375
7667,5000 GRAFTON RD,Brunswick,OH,44212,50000,2005-10-18,41.260481,-81.86715600000001
7668,9857 CREEKSIDE WAY,Streetsboro,OH,44241,53200,2007-10-24,41.260611,-81.317192
7669,2607 FOXDEN,Hudson,OH,44236,342500,2012-06-07,41.259513,-81.415912
7670,3734 GRAFTON RD,Brunswick,OH,44212,108724,2010-04-12,41.260999,-81.82003399999999
7671,4369 STATE ROUTE 99 N,Monroeville,OH,44847,974000,2009-10-02,41.260274,-82.71143599999999
7672,512 WESTCHESTER DR,Brunswick,OH,44212,182000,2008-08-12,41.261351,-81.824102
7673,782 FROST RD,Streetsboro,OH,44241,92000,2007-12-14,41.261399,-81.36580500000001
7674,4865 NELSON MOSIER RD,Southington,OH,44470,157000,2013-11-07,41.260289,-80.96896600000001
7675,9984 BEVERLY LN,Streetsboro,OH,44241,92000,2018-05-11,41.261414,-81.347472
7676,477 GLADSTONE DR,Brunswick,OH,44212,208075,2005-08-26,41.261703000000004,-81.836555
7677,9872 CREEKSIDE WAY,Streetsboro,OH,44241,272600,2008-10-27,41.260168,-81.316804
7678,500 PAULINE DR,Valley City,OH,44280,170000,2012-10-05,41.261161,-81.889142
7679,4428 NELSON MOSIER RD,Southington,OH,44470,23000,2012-05-21,41.261332,-80.959316
7680,435 BRIDGE POINTE LN,Brunswick,OH,44212,50000,2010-07-14,41.262428,-81.876483
7681,479 PAULINE DR,Valley City,OH,44280,160000,2009-05-29,41.26141,-81.88878199999999
7682,7494 HUDSON PARK DR,Hudson,OH,44236,399750,2007-05-04,41.26167,-81.423063
7683,9996 BEVERLY LN,Streetsboro,OH,44241,103000,2018-08-07,41.26169,-81.345872
7684,2950 BOSTON MILLS RD,Brecksville,OH,44141,360000,2018-03-21,41.261943,-81.602987
7685,9961 BEVERLY LN,Streetsboro,OH,44241,129900,2005-11-30,41.261967,-81.34704599999999
7686,1350 MATTINGLY RD,Hinckley,OH,44233,197900,2016-09-15,41.260832,-81.74242199999999
7687,459 PEMBROKE CV,Brunswick,OH,44212,144000,2011-12-05,41.262957,-81.80925400000001
7688,201 REPUBLIC ST,Norwalk,OH,44857,500000,2011-03-31,41.262392,-82.60615200000001
7689,520 TOPAZ LN,Brunswick,OH,44212,170000,2005-06-24,41.262451,-81.856107
7690,3037 GREENFIELD CIR,Brunswick,OH,44212,279900,2016-09-30,41.263346999999996,-81.795408
7691,7525 HUDSON PARK DR,Hudson,OH,44236,464900,2017-11-03,41.262719,-81.422717
7692,15160 GIFFORD RD,Oberlin,OH,44074,152900,2015-08-28,41.262749,-82.289448
7693,5143 BRIDGEWATER LN,Brunswick,OH,44212,300467,2007-06-25,41.262234,-81.871377
7694,5369 LAKE FOREST RESERVE LN,Brunswick,OH,44212,206115,2005-04-29,41.263315999999996,-81.875989
7695,4919 EMERALD LN,Brunswick,OH,44212,260000,2018-12-17,41.263349,-81.86289000000001
7696,4286 BENNINGTON BLVD,Brunswick,OH,44212,25000,2016-04-06,41.263797,-81.840609
7697,7547 CROWN POINT DR,Hudson,OH,44236,425500,2012-06-18,41.262862,-81.39915699999999
7698,5126 YOUNG RD,Bellevue,OH,44811,136000,2016-11-29,41.260564,-82.781552
7699,4061 OLDE ORCHARD TRL,Richfield,OH,44286,555000,2012-06-27,41.262902000000004,-81.659603
7700,4207 KESWICK DR,Brunswick,OH,44212,204285,2006-08-01,41.262913,-81.837182
7701,4744 EMERALD LN,Brunswick,OH,44212,150000,2006-10-20,41.262946,-81.857924
7702,457 DIAMOND CT,Brunswick,OH,44212,158000,2006-06-02,41.262996,-81.859404
7703,200 BLUEGRASS DR E,Norwalk,OH,44857,675000,2014-07-10,41.263403000000004,-82.603339
7704,412 W 130TH ST,Brunswick,OH,44212,250000,2019-03-12,41.264732,-81.78515
7705,4081 CHEROKEE TRL,Brunswick,OH,44212,167000,2018-03-23,41.263921,-81.836715
7706,931 BRISTOL LN # 26-I,Streetsboro,OH,44241,132000,2015-08-19,41.26396,-81.359026
7707,4140 BLOSSOM CT,Brunswick,OH,44212,130000,2009-11-03,41.265091,-81.83489499999999
7708,5360 US-20 W,Bellevue,OH,44811,108000,2013-03-29,41.264331,-82.77800699999999
7709,7537 HUNTINGTON RD,Hudson,OH,44236,125000,2016-11-16,41.263586,-81.403083
7710,4589 LAYLIN RD,Norwalk,OH,44857,122000,2015-04-20,41.264474,-82.570867
7711,4595 STATE ROUTE 601,Norwalk,OH,44857,170000,2013-05-23,41.264562,-82.556101
7712,7378 LASCALA DR,Hudson,OH,44236,360000,2016-12-28,41.264728000000005,-81.429247
7713,10125 WELLMAN RD,Streetsboro,OH,44241,1450125,2018-09-12,41.265046999999996,-81.38358199999999
7714,43288 KIPTON NICKLE PLATE,Lagrange,OH,44050,145000,2012-10-25,41.264465,-82.163069
7715,1130 CREEKLEDGE CT,Streetsboro,OH,44241,305300,2007-06-04,41.265425,-81.351422
7716,1180 CREEKLEDGE CT,Streetsboro,OH,44241,254200,2008-08-11,41.265473,-81.35200400000001
7717,7401 VALERIE LN,Hudson,OH,44236,283000,2018-04-05,41.265265,-81.424368
7718,37520 CROOK ST,Grafton,OH,44044,329000,2014-06-03,41.265353000000005,-82.052476
7719,1290 CREEKLEDGE CT,Streetsboro,OH,44241,252100,2006-06-19,41.265359000000004,-81.350831
7720,7500 LAKEDGE CT,Hudson,OH,44236,438500,2019-04-23,41.263139,-81.413076
7721,2745 PARKSIDE DR,Hudson,OH,44236,338700,2015-08-28,41.266447,-81.411332
7722,1914 SPRINGSIDE CIR,Streetsboro,OH,44241,280000,2018-06-11,41.266483,-81.324763
7723,7257 MYSTIC DR,Hudson,OH,44236,205000,2013-07-31,41.265862,-81.454412
7724,ROYALTON RD,Grafton,OH,44044,300000,2016-07-05,41.26659,-82.04143
7725,N AVON BELDEN RD,Grafton,OH,44044,376400,2017-08-16,41.26659,-82.04143
7726,215 W HINES HILL RD,Hudson,OH,44236,228000,2008-02-28,41.263387,-81.521348
7727,REAR LAND,Grafton,OH,44044,194900,2018-07-06,41.26659,-82.04143
7728,14963 GORE ORPHANAGE RD,Wakeman,OH,44889,395000,2006-08-09,41.266568,-82.328707
7729,REAR LAND,Grafton,OH,44044,153000,2011-03-18,41.26659,-82.04143
7730,34783 LEGENDS WAY,Grafton,OH,44044,310000,2016-01-21,41.26659,-82.04143
7731,REAR LAND,Grafton,OH,44044,183500,2009-10-28,41.26659,-82.04143
7732,381 WINCHESTER LN,Brunswick,OH,44212,203000,2014-05-16,41.267309999999995,-81.794655
7733,REAR LAND,Grafton,OH,44044,180000,2012-11-01,41.26659,-82.04143
7734,PARSONS RD,Grafton,OH,44044,240000,2011-02-04,41.26659,-82.04143
